Campaign Description History,Call Type Designation,TFN,,Script,Transfer,Percent,Report,SalesForceID,SourceID,BusinessDesignation,BusinessSourceID,Greeting
Miri Microsystems,Dealer,8442140201,,Consumer Residential,0,,0,,213733,,,<font size='8' color='red'><b>Thank you for calling Miri Microsystems! Don't forget to ask about our special offers today!</b></font>
JD Buford,Dealer,8442140204,,Consumer Residential,0,,0,,208767,,,<font size='8' color='red'><b>Thank you for calling JD Buford! Don't forget to ask about our special offers today!</b></font>
Dish Beats Cable dotcom,Dealer,8442140205,,Consumer Residential,0,,0,,89180,,,<font size='8' color='red'><b>Thank you for calling Dish Beats Cable dotcom! Don't forget to ask about our special offers today!</b></font>
DM 318 Odd 1500 Even 1000 Cutoff BM,Direct Mail,8442153468,,Consumer Residential,0,,0,,,,,
L and M Industries,Dealer,8442153469,,Consumer Residential,0,,0,,42090,,,<font size='8' color='red'><b>Thank you for calling L and M Industries! Don't forget to ask about our special offers today!</b></font>
DM 218 Odd 760 Even 1250 Cutoff  ANI EPQ,Direct Mail,8442153470,,Consumer Residential,0,,0,,,,,
DM 418 BM Standard,Direct Mail,8442153471,,Consumer Residential,0,,0,,,,,
DM 418 ANI EPQ Standard,Direct Mail,8442153472,,Consumer Residential,0,,0,,,,,
DM 418 BM Standard,Direct Mail,8442153473,,Consumer Residential,0,,0,,,,,
DM 418 ANI EPQ Standard,Direct Mail,8442153474,,Consumer Residential,0,,0,,,,,
DM 418 BM Standard,Direct Mail,8442153475,,Consumer Residential,0,,0,,,,,
DM 418 ANI EPQ Standard,Direct Mail,8442153476,,Consumer Residential,0,,0,,,,,
DM 418 BM Standard,Direct Mail,8442153477,,Consumer Residential,0,,0,,,,,
DM 318 Odd 1500 Even 1000 Cutoff  ANI EPQ,Direct Mail,8442178462,,Consumer Residential,0,,0,,,,,
DM 418 PO Box Standard,Direct Mail,8442178463,,Consumer Residential,0,,0,,,,,
DM 418 ANI EPQ Standard,Direct Mail,8442178464,,Consumer Residential,0,,0,,,,,
DM 418 BM Standard,Direct Mail,8442178465,,Consumer Residential,0,,0,,,,,
M and M Satellite,Dealer,8442178466,,Consumer Residential,0,,0,,52233,,,<font size='8' color='red'><b>Thank you for calling M and M Satellite! Don't forget to ask about our special offers today!</b></font>
DM 418 ANI EPQ Growth,Direct Mail,8442178468,,Consumer Residential,0,,0,,,,,
DSKY,Dealer,8442178469,,Consumer Residential,0,,0,,36402,,,<font size='8' color='red'><b>Thank you for calling DSKY! Don't forget to ask about our special offers today!</b></font>
DM 218 Odd 760 Even 1250 Cutoff BM,Direct Mail,8442178470,,Consumer Residential,0,,0,,,,,
DM 418 BM Growth,Direct Mail,8442178471,,Consumer Residential,0,,0,,,,,
DM 218 PO Box GEO PRF 15Q3 Smoothed Tile 1 Even,Direct Mail,8442178472,,Consumer Residential,0,,0,,,,,
Rio Grande Valley Satellite,Dealer,8442189183,,Consumer Residential,0,,0,,88388,,,<font size='8' color='red'><b>Thank you for calling Rio Grande Valley Satellite! Don't forget to ask about our special offers today!</b></font>
McGhee Satellite Services,Dealer,8442189184,,Consumer Residential,0,,0,,213919,,,<font size='8' color='red'><b>Thank you for calling McGhee Satellite Services! Don't forget to ask about our special offers today!</b></font>
Satellite Solutions of Northern Michigan ,Dealer,8442189185,,Consumer Residential,0,,0,,45380,,,<font size='8' color='red'><b>Thank you for calling Satellite Solutions of Northern Michigan! Don't forget to ask about our special offers today!</b></font>
2 Connect Homes Inc,Dealer,8442189186,,Consumer Residential,0,,0,,89565,,,<font size='8' color='red'><b>Thank you for calling 2 Connect Homes Inc! Don't forget to ask about our special offers today!</b></font>
Altech Communications,Dealer,8442189187,,Consumer Residential,0,,0,,77248,,,<font size='8' color='red'><b>Thank you for calling Altech Communications! Don't forget to ask about our special offers today!</b></font>
Agent Transfer to Care for customer needing 2nd service,Other,8442189188,,Consumer Residential,0,,0,,,,,
DM 917 Trigger,Campaigns,8442189189,,Consumer Residential,0,,0,,,,,
Andersat LLC ,Dealer,8442189192,,Consumer Residential,0,,0,,212883,,,<font size='8' color='red'><b>Thank you for calling Andersat LLC! Don't forget to ask about our special offers today!</b></font>
DM 218 PO Box GEO PRF 15Q3 Smoothed Tile 2 Even,Direct Mail,8442209818,,Consumer Residential,0,,0,,,,,
BI 218 ANI EPQ Cell A,Business,8442209819,,Business,0,,0,70130000000Nc30,,Business Campaigns,,
DM 218 PO Box GEO PRF 15Q3 Smoothed Tile 3 Even,Direct Mail,8442209820,,Consumer Residential,0,,0,,,,,
DM 318 Odd 1500 Even 1000 Cutoff BM,Direct Mail,8442209822,,Consumer Residential,0,,0,,,,,
Digital Horizons Inc,Dealer,8442209823,,Consumer Residential,0,,0,,25711,,,<font size='8' color='red'><b>Thank you for calling Digital Horizons! Don't forget to ask about our special offers today!</b></font>
Reach for the Sky Satellite,Dealer,8442209824,,Consumer Residential,0,,0,,42166,,,<font size='8' color='red'><b>Thank you for calling Reach for the Sky Satellite! Don't forget to ask about our special offers today!</b></font>
Grigsby TV Sales and Service,Dealer,8442209825,,Consumer Residential,0,,0,,37615,,,<font size='8' color='red'><b>Thank you for calling Grigsby TV Sales and Service! Don't forget to ask about our special offers today!</b></font>
BI 417,Business,8442209826,,Business,0,,0,70130000000Nc2v,,Business Campaigns,,
Rush Satellite Inc,Dealer,8442209827,,Consumer Residential,0,,0,,213430,,,<font size='8' color='red'><b>Thank you for calling Rush Satellite! Don't forget to ask about our special offers today!</b></font>
Primestar Network,Dealer,8442209828,,Consumer Residential,0,,0,,71258,,,<font size='8' color='red'><b>Thank you for calling Primestar Network! Don't forget to ask about our special offers today!</b></font>
Mountain Net,Dealer,8442234926,,Consumer Residential,0,,0,,87828,,,<font size='8' color='red'><b>Thank you for calling Mountain Net! Don't forget to ask about our special offers today!</b></font>
Cable N More LLC,Dealer,8442234929,,Consumer Residential,0,,0,,69153,,,<font size='8' color='red'><b>Thank you for calling Cable N More LLC! Don't forget to ask about our special offers today!</b></font>
The Digital Pro,Dealer,8442234930,,Consumer Residential,0,,0,,89626,,,<font size='8' color='red'><b>Thank you for calling The Digital Pro! Don't forget to ask about our special offers today!</b></font>
Digital Communications,Dealer,8442234931,,Consumer Residential,0,,0,,30356,,,<font size='8' color='red'><b>Thank you for calling Digital Communications! Don't forget to ask about our special offers today!</b></font>
Amerisat,Dealer,8442234932,,Consumer Residential,0,,0,,523,,,<font size='8' color='red'><b>Thank you for calling Amerisat! Don't forget to ask about our special offers today!</b></font>
Text OFFER Code 35000,Broadcast,8442234933,,Consumer Residential,0,,1,,,,,
Lonestar Marketing,Dealer,8442234934,,Consumer Residential,0,,0,,214615,,,<font size='8' color='red'><b>Thank you for calling Lonestar Marketing! Don't forget to ask about our special offers today!</b></font>
DM 817 Trigger Mail August,Campaigns,8442234935,,Consumer Residential,0,,0,,,,,
DexMedia Directory,Directories,8442234943,,Consumer Residential,0,,1,,,,,
DTR Satellite,Dealer,8442234947,,Consumer Residential,0,,0,,89536,,,<font size='8' color='red'><b>Thank you for calling DTR Satellite! Don't forget to ask about our special offers today!</b></font>
H and H Satellite,Dealer,8442283632,,Consumer Residential,0,,0,,213393,,,<font size='8' color='red'><b>Thank you for calling H and H Satellite! Don't forget to ask about our special offers today!</b></font>
Richland County Satellite,Dealer,8442283634,,Consumer Residential,0,,0,,72601,,,<font size='8' color='red'><b>Thank you for calling Richland County Satellite! Don't forget to ask about our special offers today!</b></font>
PC Repair Center Inc,Dealer,8442283635,,Consumer Residential,0,,0,,73311,,,<font size='8' color='red'><b>Thank you for calling PC Repair Center! Don't forget to ask about our special offers today!</b></font>
Satco Technologies,Dealer,8442283637,,Consumer Residential,0,,0,,213707,,,<font size='8' color='red'><b>Thank you for calling Satco Technologies! Don't forget to ask about our special offers today!</b></font>
G and G System,Dealer,8442283638,,Consumer Residential,0,,0,,73235,,,<font size='8' color='red'><b>Thank you for calling G and G System! Don't forget to ask about our special offers today!</b></font>
American Family Satellite,Dealer,8442283639,,Consumer Residential,0,,0,,69506,,,<font size='8' color='red'><b>Thank you for calling American Family Satellite! Don't forget to ask about our special offers today!</b></font>
Phoenix Satellite,Dealer,8442283640,,Consumer Residential,0,,0,,73231,,,<font size='8' color='red'><b>Thank you for calling Phoenix Satellite! Don't forget to ask about our special offers today!</b></font>
Kerry Harris Satellite,Dealer,8442283641,,Consumer Residential,0,,0,,16696,,,<font size='8' color='red'><b>Thank you for calling Kerry Harris Satellite! Don't forget to ask about our special offers today!</b></font>
Onsite Direct,Dealer,8442283642,,Consumer Residential,0,,0,,73292,,,<font size='8' color='red'><b>Thank you for calling Onsite Direct! Don't forget to ask about our special offers today!</b></font>
Mountain State Satellite and Wireless,Dealer,8442283644,,Consumer Residential,0,,0,,70391,,,<font size='8' color='red'><b>Thank you for calling Mountain State Satellite and Wireless! Don't forget to ask about our special offers today!</b></font>
Computer Sat TV Broadband,Dealer,8442287831,,Consumer Residential,0,,0,,213522,,,<font size='8' color='red'><b>Thank you for calling Computer Sat TV Broadband! Don't forget to ask about our special offers today!</b></font>
PCS Services Inc,Dealer,8442287904,,Consumer Residential,0,,0,,78224,,,<font size='8' color='red'><b>Thank you for calling PCS Services! Don't forget to ask about our special offers today!</b></font>
Surebird Satellite,Dealer,8442287905,,Consumer Residential,0,,0,,46873,,,<font size='8' color='red'><b>Thank you for calling Surebird Satellite! Don't forget to ask about our special offers today!</b></font>
Xtra Outlet,Dealer,8442287906,,Consumer Residential,0,,0,,42245,,,<font size='8' color='red'><b>Thank you for calling Xtra Outlet! Don't forget to ask about our special offers today!</b></font>
Aspect Test Text TFN,Broadcast,8442287907,,Consumer Residential,0,,0,,,,,
Aspect Test Website Organic search,Web,8442287908,,Consumer Residential,0,,0,,,,,
Aspect Test Dealer Web Test A,Web,8442287909,,Consumer Residential,0,,0,,,,,
DM 218 Odd 760 Even 1250 Cutoff ANI EPQ,Direct Mail,8442287910,,Consumer Residential,0,,0,,,,,
DM 218 Odd 760 Even 1250 Cutoff BM,Direct Mail,8442287912,,Consumer Residential,0,,0,,,,,
Skyview Love County OK Billboard 1324,Dealer,8442288229,,Consumer Residential,0,,0,,30514,,,<font size='8' color='red'><b>Thank you for calling Skyview Solutions! Don't forget to ask about our special offers today!</b></font>
PPC Branded  ,Business,8442288230,,Business,0,,0,7013A000000u0O7,,Business PPC,,
DM 1017 Trigger,Campaigns,8442288231,,Consumer Residential,0,,0,,,,,
Skyview Martin County TX Billboard 757,Dealer,8442288232,,Consumer Residential,0,,0,,30514,,,<font size='8' color='red'><b>Thank you for calling Skyview Solutions! Don't forget to ask about our special offers today!</b></font>
Edgemark Post Sale Support,PreInstall,8442288233,,Business,0,,0,,,Business Sale Support,,
Skyview Somervell County TX Billboard 81051,Dealer,8442288234,,Consumer Residential,0,,0,,30514,,,<font size='8' color='red'><b>Thank you for calling Skyview Solutions! Don't forget to ask about our special offers today!</b></font>
Linkshare2,Digital,8442288235,,Consumer Residential,0,,0,,,,,
Skyview Sterling County TX Billboard 3264,Dealer,8442288236,,Consumer Residential,0,,0,,30514,,,<font size='8' color='red'><b>Thank you for calling Skyview Solutions! Don't forget to ask about our special offers today!</b></font>
DNA Communications,Dealer,8442288519,,Consumer Residential,0,,0,,40117,,,<font size='8' color='red'><b>Thank you for calling DNA Communications! Don't forget to ask about our special offers today!</b></font>
PPC Click to Call,Business,8442288575,,Business,0,,0,7013A000000iZsG,,Business PPC,,
SIE Communications,Dealer,8442318696,,Consumer Residential,0,,0,,88834,,,<font size='8' color='red'><b>Thank you for calling SIE Communications! Don't forget to ask about our special offers today!</b></font>
DM 418 ANI EPQ Growth,Direct Mail,8442318697,,Consumer Residential,0,,0,,,,,
Synergy Homes Services,Dealer,8442318698,,Consumer Residential,0,,0,,69702,,,<font size='8' color='red'><b>Thank you for calling Synergy Homes Services! Don't forget to ask about our special offers today!</b></font>
Sterling Rose LLC,Dealer,8442318701,,Consumer Residential,0,,0,,207731,,,<font size='8' color='red'><b>Thank you for calling Sterling Rose! Don't forget to ask about our special offers today!</b></font>
Worthy Satellite,Dealer,8442318702,,Consumer Residential,0,,0,,208706,,,<font size='8' color='red'><b>Thank you for calling Worthy Satellite! Don't forget to ask about our special offers today!</b></font>
DM 418 BM Growth,Direct Mail,8442318703,,Consumer Residential,0,,0,,,,,
Just Safe Alert LLC Decommissioned TFN,Other,8442318705,,Consumer Residential,0,,0,,,,,<font size='8' color='red'><b>Thank you for calling HughesNet! Don't forget to ask about our special offers today!</b></font>
CommSol Republic Callback,Other,8442318786,,Consumer Residential,0,,0,,,,,
Charlemont TV,Dealer,8442334528,,Consumer Residential,0,,0,,70029,,,<font size='8' color='red'><b>Thank you for calling Charlemont TV! Don't forget to ask about our special offers today!</b></font>
Americas Satellites,Dealer,8442334529,,Consumer Residential,0,,0,,69143,,,<font size='8' color='red'><b>Thank you for calling Americas Satellites! Don't forget to ask about our special offers today!</b></font>
WITS,Dealer,8442334530,,Consumer Residential,0,,0,,73205,,,<font size='8' color='red'><b>Thank you for calling WITS! Don't forget to ask about our special offers today!</b></font>
Professional Satellite Installation,Dealer,8442334531,,Consumer Residential,0,,0,,73111,,,<font size='8' color='red'><b>Thank you for calling Professional Satellite Installation! Don't forget to ask about our special offers today!</b></font>
White Eagle Enterprises,Dealer,8442334532,,Consumer Residential,0,,0,,74294,,,<font size='8' color='red'><b>Thank you for calling White Eagle Enterprises! Don't forget to ask about our special offers today!</b></font>
Over the Top,Dealer,8442334534,,Consumer Residential,0,,0,,72726,,,<font size='8' color='red'><b>Thank you for calling Over the Top! Don't forget to ask about our special offers today!</b></font>
Broadband Services Inc,Dealer,8442334538,,Consumer Residential,0,,0,,71168,,,<font size='8' color='red'><b>Thank you for calling  Broadband Services! Don't forget to ask about our special offers today!</b></font>
DataCom Solutions Inc,Dealer,8442334539,,Consumer Residential,0,,0,,72953,,,<font size='8' color='red'><b>Thank you for calling DataCom Solutions! Don't forget to ask about our special offers today!</b></font>
DM 915 Spaceway ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8442334541,,Consumer Residential,0,,0,,,,,
DM 917 Both,Campaigns,8442334750,,Consumer Residential,0,,0,,,,,
Elite Digital Solutions LLC,Dealer,8442334751,,Consumer Residential,0,,0,,15526,,,<font size='8' color='red'><b>Thank you for calling Elite Digital Solutions! Don't forget to ask about our special offers today!</b></font>
DM1015 Echo XVII Freq Cell HNS14Q1 1and2 HHD15Q1 1to4 Odd,Campaigns,8442334752,,Consumer Residential,0,,0,,,,,
Orbital Data,Dealer,8442334753,,Consumer Residential,0,,0,,70574,,,<font size='8' color='red'><b>Thank you for calling Orbital Data! Don't forget to ask about our special offers today!</b></font>
Professional Broadband Services,Dealer,8442334755,,Consumer Residential,0,,0,,69150,,,<font size='8' color='red'><b>Thank you for calling Professional Broadband Services! Don't forget to ask about our special offers today!</b></font>
OnRamp National,Dealer,8442334756,,Consumer Residential,0,,0,,69078,,,<font size='8' color='red'><b>Thank you for calling OnRamp National! Don't forget to ask about our special offers today!</b></font>
Nexxgenesis Network Solutions,Dealer,8442334757,,Consumer Residential,0,,0,,73404,,,<font size='8' color='red'><b>Thank you for calling  Nexxgenesis Network Solutions! Don't forget to ask about our special offers today!</b></font>
PT Satellite Inc,Dealer,8442334758,,Consumer Residential,0,,0,,41330,,,<font size='8' color='red'><b>Thank you for calling PT Satellite! Don't forget to ask about our special offers today!</b></font>
Solid Rock,Dealer,8442334759,,Consumer Residential,0,,0,,70906,,,<font size='8' color='red'><b>Thank you for calling Solid Rock! Don't forget to ask about our special offers today!</b></font>
Centro DSP display,Digital,8442351093,,Consumer Residential,0,,1,,,,,
Centro DSP video,Digital,8442351094,,Consumer Residential,0,,1,,,,,
MediaIQ display,Digital,8442351095,,Consumer Residential,0,,1,,,,,
MediaIQ video,Digital,8442351096,,Consumer Residential,0,,1,,,,,
Distillery display,Digital,8442351097,,Consumer Residential,0,,1,,,,,
Facebook Click to Call,Digital,8442351198,,Consumer Residential,0,,1,,,,,
Text SAVE Code 35000,Broadcast,8442351199,,Consumer Residential,0,,1,,,,,
TubeMogul video,Digital,8442351201,,Consumer Residential,0,,1,,,,,
YouTube video,Digital,8442351202,,Consumer Residential,0,,1,,,,,
Farm Journal display,Digital,8442351203,,Consumer Residential,0,,1,,,,,
DM 717 July Trigger Cell A,Campaigns,8442360391,,Consumer Residential,0,,0,,,,,
DM 717 July Trigger Cell B,Campaigns,8442360392,,Consumer Residential,0,,0,,,,,
PPC Business,Business,8442360393,,Business,0,,0,7013A000000u0OC,,Business PPC,,
DM 1117,Campaigns,8442360394,,Consumer Residential,0,,0,,,,,
DM 1217,Campaigns,8442360395,,Consumer Residential,0,,0,,,,,
Brazil Electronics,Dealer,8442360396,,Consumer Residential,0,,0,,212478,,,<font size='8' color='red'><b>Thank you for calling Brazil Electronics! Don't forget to ask about our special offers today!</b></font>
YP Expanded Print Directories 2017,Directories,8442361078,,Consumer Residential,0,,1,,,,,
Reconnect ,Dealer,8442361079,,Consumer Residential,0,,0,,88753,,,<font size='8' color='red'><b>Thank you for calling Reconnect! Don't forget to ask about our special offers today!</b></font>
Gen5 Speed dotcom,Broadcast2,8442363299,,Consumer Residential,0,,1,,,,,
BI Gen5 Email Announcement,Business,8442363303,,Business,0,,0,7013A000000tzoE,,,,
Facebook Gen5 Test,Digital,8442363306,,Consumer Residential,0,,1,,,,,
PPC Internet,Business,8442363308,,Business,0,,0,7013A000000u0OH,,Business PPC,,
